,1092660,,,,,,Reviews,
166969308,english,2024.05.09 02:05,✅,✅,0.4782608747,1,واو متعوب على التفاصيل والقرافيك جميل بس القصه متوقعه مو ذاك الغموض القوي,واو متعوب على التفاصيل والقرافيك جميل بس القصه متوقعه مو ذاك الغموض القوي
166773396,italian,2024.05.06 06:11,❌,❌,0.5,0,"bello ma un po' lungo per poco non diventavo io il blair witch, il finale è un ammasso di filler",
166761143,english,2024.05.06 01:38,❌,❌,0.5,0,"very meh overall, cool premise at the start and a cool ending section, too bad you have to do the ending section like 6 times in a row which made it lose all its charm. Also rather short despite having lost progression due to poor checkpoints + getting lost in the forest quite a bit + having decently sought for the collectables. You're stuck into getting 1 specific ending due to the game supposedly ""tricking"" you into it, but its literally impossible to get anything but the bad ending which felt cheap and lame","very meh overall, cool premise at the start and a cool ending section, too bad you have to do the ending section like 6 times in a row which made it lose all its charm. Also rather short despite having lost progression due to poor checkpoints + getting lost in the forest quite a bit + having decently sought for the collectables. You're stuck into getting 1 specific ending due to the game supposedly ""tricking"" you into it, but its literally impossible to get anything but the bad ending which felt cheap and lame"
166658467,turkish,2024.05.04 16:10,✅,✅,0.5,0,"Akan bir olay örgüsü var.Ortalama 4-5 saat süren bir hikayeye sahip.Korku ve gerilim olarak tatmin edici.Bulmaca ve yürüme kısımları bazen bunaltıyor.Sonu da beklediğim gibi bitmedi.Eksilerinden çok artıları olan bir oyun.Tavsiye ederim,denenebilir.",
166624935,brazilian,2024.05.04 02:35,✅,❌,0.5,0,"Fiquei perdidinho no pagode, o jogo é curto mas  é legal. Só não acho que passe a mesma vibe do primeiro filme.",
166623555,english,2024.05.04 02:06,✅,✅,0.5,0,An amazing game truly played with my mind and sill has me in awe till this day,An amazing game truly played with my mind and sill has me in awe till this day
166592170,english,2024.05.03 17:37,❌,❌,0.5,0,.,.
166587806,english,2024.05.03 15:56,✅,✅,0.5,0,good,good
166556342,english,2024.05.03 01:00,✅,✅,0.5,0,Friend of trash: I thought the game was fantastic. Bet it's even better in UEVR.,Friend of trash: I thought the game was fantastic. Bet it's even better in UEVR.
166532355,german,2024.05.02 18:11,✅,❌,0.5,0,Ja gutes spiel horror kam mir jetzt nicht so oft vor aber das spiel hat eine sehr gute umgebung also der wald und allem und kleine puzzels. bloß warum blair witch in dem game kommt nicht mal eine hexe vor höchsten ein perverser der im wald chillt,
166497398,latam,2024.05.02 04:46,✅,✅,0.5,1,"Soy un escritor de 38 años y nunca imaginé que un juego de terror me llevaría a enfrentar los demonios de mi pasado. Un día, mientras luchaba con el bloqueo del escritor y los recuerdos dolorosos de mi infancia, mis amigos no dejaban de hablar sobre Blair Witch y cómo les había llevado a un viaje emocionalmente desgarrador. Decidí probarlo para ver si podía encontrar alguna forma de liberarme de las cadenas del pasado que me ataban. Al principio, parecía una simple distracción de mis problemas, pero pronto me di cuenta de que el juego estaba desenterrando recuerdos enterrados en lo más profundo de mi mente. Cada sombra en el bosque, cada sonido inquietante, parecía sacar a la luz viejas heridas que había tratado de olvidar. Blair Witch se convirtió en un espejo de mi propio dolor, reflejando los traumas y las angustias que me habían perseguido durante años. Ahora, mientras continúo mi viaje a través de los oscuros bosques del juego, sé que cada encuentro con lo desconocido me lleva más cerca de la verdad sobre mi pasado, pero también más cerca del abismo de la desesperación en el que he vivido durante tanto tiempo.",
166494503,russian,2024.05.02 03:34,✅,❌,0.5,1,"неплохой хорор, только слишком концовка затянута за уши",
166491505,english,2024.05.02 02:26,✅,✅,0.5,0,I could pet the dog,I could pet the dog
166462253,english,2024.05.01 17:49,❌,✅,0.4607045949,0,wtf this game is about some bitch ass military nerd who has flashbacks because he got diffed in the war,wtf this game is about some bitch ass military nerd who has flashbacks because he got diffed in the war
166446022,english,2024.05.01 11:50,✅,❌,0.5,0,"great game, more physiological than jump scare","great game, more physiological than jump scare"
166441323,brazilian,2024.05.01 09:46,✅,✅,0.5038550496,2,"o susto do krl q eu tomei so foi na casa, mas o plot twist e bom, esse jogo é mt subestimado, queria que tivessem mais da franquia",
166430156,english,2024.05.01 05:04,✅,✅,0.5,0,My heebies have been jeebied,My heebies have been jeebied
166423254,english,2024.05.01 02:10,✅,❌,0.5,0,"best man lore , makes me want to go in a forest and get lost 69/10","best man lore , makes me want to go in a forest and get lost 69/10"
166358905,turkish,2024.04.31 01:10,✅,✅,0.5,0,9/10. Masterpiece. Dare if you can play alone. :),
166357005,brazilian,2024.04.31 00:32,✅,❌,0.5,0,"Blair Witch tem uma história envolvente e rica em detalhes, aliada a uma narrativa intrigante. Ao assumir o papel de um detetive em busca de um garoto desaparecido na floresta de Black Hills, os jogadores se encontram imersos em um mistério sombrio e perturbador.
Absolute Cinema!!",
166283550,brazilian,2024.04.29 20:00,✅,✅,0.5,0,"Muito bom! Queria que fosse mais longo, porém, não deixa de ser um excelente game.",
166232662,brazilian,2024.04.28 22:37,✅,✅,0.5454545617,2,"Me borrei,recomendo!!",
166181604,turkish,2024.04.28 00:25,✅,✅,0.5,0,AMAZINGGGGGGG,
166168185,english,2024.04.27 20:13,❌,✅,0.5622237921,4,"Unfortunately I have to agree with the negative reviews. The story is too predictable, and after a promising start it falls short of expectations, and gets really boring in the 2nd half. The last chapter is waaay too protracted (and disorienting), and both endings are underwhelming.

The dog is a cute addition, it's a pity that the AI is rather poor. I encountered the same bug multiple times; the dog got stuck in parts of the environment, so I had to reload a previous checkpoint.

Overall not bad, but pretty mediocre, buy it only on sale.","Unfortunately I have to agree with the negative reviews. The story is too predictable, and after a promising start it falls short of expectations, and gets really boring in the 2nd half. The last chapter is waaay too protracted (and disorienting), and both endings are underwhelming.

The dog is a cute addition, it's a pity that the AI is rather poor. I encountered the same bug multiple times; the dog got stuck in parts of the environment, so I had to reload a previous checkpoint.

Overall not bad, but pretty mediocre, buy it only on sale."
166148382,english,2024.04.27 11:56,❌,✅,0.5183555484,2,The game has its scare moments mostly jump scares but not as scary as I was expecting. There is not much game play other than follow your dog and break stick hexes. It is good for onetime play and story is OK nothing remarkable. It can be completed within few hours.,The game has its scare moments mostly jump scares but not as scary as I was expecting. There is not much game play other than follow your dog and break stick hexes. It is good for onetime play and story is OK nothing remarkable. It can be completed within few hours.
166140019,english,2024.04.27 07:15,✅,✅,0.5,0,FUN,FUN
166133434,english,2024.04.27 04:14,✅,✅,0.5,0,"This happened to me once. (woods part too difficult had to get my girfriend to do it for me each time, she got lost the second time and played the game years ago please help i miss my son)","This happened to me once. (woods part too difficult had to get my girfriend to do it for me each time, she got lost the second time and played the game years ago please help i miss my son)"
166092906,english,2024.04.26 14:51,✅,✅,0.5,0,"THE GAME was pretty goo d I'd say, i had few jumps in playing the game LOL. The only thing was the house was so long, I thought I was just lost or it kept restarting at first, but it just took some pushing to get through.
Even with the long push the house was full of jump scares and kept me at the edge of my seat Witch also made it my favorite part of the game. Overall the game went very smoothly, I didn't get too stuck on it or have any problems, some parts though I did get lost for a bit but nothing too bad. THANK YOU GUYS for the great game I would love to see what you guys have cooking up in the lab in the future.  My live game play of the game is here- https://youtube.com/live/H_y0UsIJ2Ts","THE GAME was pretty goo d I'd say, i had few jumps in playing the game LOL. The only thing was the house was so long, I thought I was just lost or it kept restarting at first, but it just took some pushing to get through.
Even with the long push the house was full of jump scares and kept me at the edge of my seat Witch also made it my favorite part of the game. Overall the game went very smoothly, I didn't get too stuck on it or have any problems, some parts though I did get lost for a bit but nothing too bad. THANK YOU GUYS for the great game I would love to see what you guys have cooking up in the lab in the future.  My live game play of the game is here- https://youtube.com/live/H_y0UsIJ2Ts"
166082573,english,2024.04.26 10:44,✅,❌,0.5,0,"another game down from these devs. i didn't even know this game existed until recently but i am glad i picked it up. blair witch was one of the old classic horror movies i watched with a friend and was convinced that it was actually real. they made it seem like it and even the actors in some parts had to formulate because they genuinely lost things. overall watching the movie never made me want to step foot near a forest when i was younger. this story was great, the gameplay is decent and having bullet around was nice. it unfolds pretty nicely for a 3 dollar game, the graphics are good, sound design is solid and it gives a good experience and goes into the lore of what blair witch is all about. if you were a fan of the OG movie, definitely give this game a go. i got a key for $3, worth every penny.","another game down from these devs. i didn't even know this game existed until recently but i am glad i picked it up. blair witch was one of the old classic horror movies i watched with a friend and was convinced that it was actually real. they made it seem like it and even the actors in some parts had to formulate because they genuinely lost things. overall watching the movie never made me want to step foot near a forest when i was younger. this story was great, the gameplay is decent and having bullet around was nice. it unfolds pretty nicely for a 3 dollar game, the graphics are good, sound design is solid and it gives a good experience and goes into the lore of what blair witch is all about. if you were a fan of the OG movie, definitely give this game a go. i got a key for $3, worth every penny."
166075956,brazilian,2024.04.26 07:48,✅,✅,0.5,0,"➤GRÁFICOS
🔲 Free FIre
🔲 140p
🔲 Aceitável
🔲 Bom
✅ Ótimo
🔲 Gráfico Realista
🔲 Cada frame foi pintado por Da Vinci ( É muito bonito mesmo esse jogo ! )

➤REQUISITOS
🔲 Qualquer coisa que conduza energia
🔲 Uma calculadora com 2 pilha
🔲 Roda em PC Humilde
✅ Um i5 com uma GTX 750TI
🔲 No minímo uma GTX 1660
🔲 Pc com I9 11900k e RTX 3090 TI
🔲 4xRTX3060TI ligadas numa hidroelétrica

➤HISTÓRIA
🔲 Não tem
🔲 Ruim
🔲 Média
✅ Boa
🔲 Fantástico
🔲 Uma história digna de prestar atenção
🔲 História digna de oscar

➤JOGABILIDADE
🔲 Precisa de dois dedos pra jogar
🔲 Aceitável ( 4 dedos pra ser específico )
✅ Jogabilidade bacana
🔲 Jogabilidade excelente

➤COMPLEXIDADE
🔲 Jogo da velha é mais complexo
✅ Fácil de entender
🔲 Fácil de aprender, difícil de dominar
🔲 É daqueles jogos que as pessoas ficam estudando
🔲 Precisa de, no mínimo, 2 doutorados

➤DIFICULDADE
🔲 Você escolhe a dificuldade
🔲 Seu hamster zera
🔲 Da pra zerar com uma batata de controle
✅ Fácil
🔲 Normal
🔲 Hardcore
🔲 Dark Souls

➤TEMPO DE JOGO
🔲 Tempo suficiente para uma xícara de café
✅ Curto
🔲 Média
🔲 Longo
🔲 Para o infinito e além

➤Tempo de História
🔲 Você toma um refri e acabou
🔲 Pede um lanche no iFood, come e zera.
✅ Curto (entre 3 ~ 7h) (campanha)
🔲 Normal (entre 8~12h)
🔲 24h ~ 48h (Padrão, se fizer as secundárias e explorar tudo)
🔲 100h ~ 200h
🔲 400h+ (Termine em outra encarnação)

➤TRILHA SONORA/ÁUDIO
🔲 Beep
🔲 É melhor jogar no mudo
✅ Aceitável
🔲 Muito bom
🔲 Perfeita
🔲 Mozart compôs junto com Beethoven

➤BUGS
✅ Nunca vi nenhum
🔲 Pequenos bugs
🔲 Pode ficar irritante
🔲 Pode estragar a gameplay
🔲 Parece até uma lâmpada acesa cheia de inseto
🔲 CyberBugs 2077
🔲 Mineirinho (Nem abre mais)

➤PÚBLICO
🔲 Crianças
✅ Adolescentes
✅ Adultos
🔲 Moradores do porão da mãe
🔲 Jogadores profissionais
🔲 Sem vida social.
🔲 Tudo e todos

➤Compensa Comprar?
🔲 IT'S FREE
🔲 Preço justo
✅ Compre se tiver dinheiro sobrando
✅ Espere uma promoção
🔲 Caro demais não recomendo
🔲 Mais fácil você queimar seu dinheiro

➤Vale a pena comprar/baixar?
🔲 N-Ã-O
🔲 Eeeh... mais ou menos
✅ Compensa
🔲 Vale a pena sim
🔲 Vale MUITO a pena
🔲 COMPRE IMEDIATAMENTE SEM ARREPENDIMENTO",
166058496,brazilian,2024.04.26 00:45,✅,✅,0.5,0,"Excelente jogo, fico feliz que tenham se inspirado em um icone do cinema. Só acho que podiam ter colocado mais referencias ao filme.",
165986507,turkish,2024.04.24 23:05,✅,✅,0.5419847369,2,"Takvimler 1996’yı gösteriyor. Burkitsville yakınlarındaki Black Hills Ormanı’nda Peter Shannon adında bir çocuk kaybolmuş. Polis çocuğu bulmak için bir çalışma başlatmış, ekipler olay yerine intikal etmiş. Kendisi de eski bir polis olan baş karakterimiz Ellis, köpeği Bullet ile birlikte bu arama & kurtarma çalışmalarına katılmak üzere Black Hills’e doğru yol alıyor.",
165860099,english,2024.04.22 19:44,✅,✅,0.4761904776,0,"Good game. It's bit boring at the beginning, but when you get to the end it's whole different level.","Good game. It's bit boring at the beginning, but when you get to the end it's whole different level."
165835069,english,2024.04.22 09:38,❌,❌,0.5,0,"A beautiful nothing burger.

The graphics look great, the atmosphere and ""lost in the woods"" vibe is really cool. I even thought the the concept of the dog mechanics was really cool, and the tapes changing the world around you was another cool idea. The menus were even a cut above all the other boring grid inventories. Unfortunately, those are the only real upsides to this game.

The story is disjointed and confusing. I don't find this game scary at all. The first half is pretty decent, but somewhere in the second half i remember thinking ""can this just be over already..."" countless times. walking down the same corridor 9 times DOES NOTHING to enhance the story that already cant decide if its a rescue, murder mystery, or ghost story. The house is a nightmare, less of a fear based nightmare and more of a stuck at the DMV for 4 hours kind of nightmare. It's a fucking shame because layers of fear was an absolute banger. Also save yourself some trouble and quit before the ending, its so anticlimactic. ALSO, Outlast already did the camcorder thing and they did it WAY better than you guys, if you are gonna use that trope please shake things up a bit. It made the monsters LESS SCARY by turning them into vibrating red sticks on screen. Also *potential spoiler* wtf is up with the tumbleweed monsters, yall really couldnt come up with a better monster than a rolling ball of leaves??? Also theres only 2 bullet commands you will ever really use, heel or (stay close) and search, the rest arent needed at all in the story. The story was just TOO open ended. its not clear what voices are jess and what is the witch, its unclear if WE the player commited all these crimes or if it was carver. they used the same voice actor for some of carvers lines as they did the main character. I thought this was some setup to reveal that WE were carver but we were just his replacement. None of the story made enough sense for you to care about it. Like i said, first half was a pleasant experience and the second half left me annoyed exhausted and bored.","A beautiful nothing burger.

The graphics look great, the atmosphere and ""lost in the woods"" vibe is really cool. I even thought the the concept of the dog mechanics was really cool, and the tapes changing the world around you was another cool idea. The menus were even a cut above all the other boring grid inventories. Unfortunately, those are the only real upsides to this game.

The story is disjointed and confusing. I don't find this game scary at all. The first half is pretty decent, but somewhere in the second half i remember thinking ""can this just be over already..."" countless times. walking down the same corridor 9 times DOES NOTHING to enhance the story that already cant decide if its a rescue, murder mystery, or ghost story. The house is a nightmare, less of a fear based nightmare and more of a stuck at the DMV for 4 hours kind of nightmare. It's a fucking shame because layers of fear was an absolute banger. Also save yourself some trouble and quit before the ending, its so anticlimactic. ALSO, Outlast already did the camcorder thing and they did it WAY better than you guys, if you are gonna use that trope please shake things up a bit. It made the monsters LESS SCARY by turning them into vibrating red sticks on screen. Also *potential spoiler* wtf is up with the tumbleweed monsters, yall really couldnt come up with a better monster than a rolling ball of leaves??? Also theres only 2 bullet commands you will ever really use, heel or (stay close) and search, the rest arent needed at all in the story. The story was just TOO open ended. its not clear what voices are jess and what is the witch, its unclear if WE the player commited all these crimes or if it was carver. they used the same voice actor for some of carvers lines as they did the main character. I thought this was some setup to reveal that WE were carver but we were just his replacement. None of the story made enough sense for you to care about it. Like i said, first half was a pleasant experience and the second half left me annoyed exhausted and bored."
165823419,english,2024.04.22 03:56,✅,✅,0.5,0,amazing,amazing
165807656,english,2024.04.21 22:07,✅,❌,0.5,0,"Buy on sale.  This game is short, 4-5 hours short.  The gameplay is barely existent as it's a walking and call for your dog simulator... that being said it relies heavily on atmosphere, from the visual and audio department, and it excels at that.  You can feel the PTSD that the main character is going through, and the panic he feels when alone feels genuine as well.  

Of course, how you are expected to play through it hurts it in my opinion.  The typical ending one gets while playing the first time definitely fits as a horror title, at least.","Buy on sale.  This game is short, 4-5 hours short.  The gameplay is barely existent as it's a walking and call for your dog simulator... that being said it relies heavily on atmosphere, from the visual and audio department, and it excels at that.  You can feel the PTSD that the main character is going through, and the panic he feels when alone feels genuine as well.  

Of course, how you are expected to play through it hurts it in my opinion.  The typical ending one gets while playing the first time definitely fits as a horror title, at least."
165801005,spanish,2024.04.21 19:54,❌,✅,0.4782608747,1,"es muy malo. osea, tenían algo  interesante, pero como para una o dos horas, y ellos lo estiraron, haciéndote repetir las mecanicas (minimamente innovadoras) todo el tiempo hasta el hartazgo. osea, un juego que tenia contenido para durar, como mucho, dos horas, dura seis. 

hay minimos momentos interesantes. muy pocos peligros. es como la pelicula misma, que nunca sabes que pasa, siempre hay ruidos y blablabla. si se pudiera correr rapido, era para pasarlo rapido, pero no, sos lento.

si son curiosos, y lo quieren comprar, esperen a que esté por debajo de los 3 o 4 dolares. no vale ni de casualidad los 20 que piden. 

pd: no entiendo como lo recomienda tanta gente. el eterno walking simulator",
165793413,german,2024.04.21 17:23,✅,❌,0.6495871544,10,"Sehr Geiles Horror Game 10/10

Die Grafik und Atmosphäre sind geisteskrank *__*",
165776958,english,2024.04.21 08:56,✅,✅,0.5,0,"Apart from the annoying looping hallways at the end of the game and being constant guilt tripped by imaginary people, the game is pretty cool and atmospheric it peaks at the middle and it becomes shit once you reach the cabin.","Apart from the annoying looping hallways at the end of the game and being constant guilt tripped by imaginary people, the game is pretty cool and atmospheric it peaks at the middle and it becomes shit once you reach the cabin."
165770971,english,2024.04.21 05:49,❌,✅,0.5,0,"Team Bloober has a very specific style that might not be for everyone. I am part of that everyone, i dont really care for the walking through corridors while scary stuff happens x times before the story moves on type moments. Layers of Fear was the exact same thing. This was okay at times but I am worried about how they will do the silent hill remake....","Team Bloober has a very specific style that might not be for everyone. I am part of that everyone, i dont really care for the walking through corridors while scary stuff happens x times before the story moves on type moments. Layers of Fear was the exact same thing. This was okay at times but I am worried about how they will do the silent hill remake...."
165770904,english,2024.04.21 05:47,✅,✅,0.5,0,9.5/10 one of the best horror games i have ever played i love the endings in this game and some of them are pretty sad endings i wont forget Bullet,9.5/10 one of the best horror games i have ever played i love the endings in this game and some of them are pretty sad endings i wont forget Bullet
165767976,spanish,2024.04.21 04:26,✅,✅,0.5,0,"Me gustó bastante, me dio miedo realmente y tiene buena historia. Hay ocasiones donde me costó entender que tenía que hacer, pero creo que está bien asó, ya que si le ponen mucha ayuda se pierde la inmersión.

Creo que está muy bien logrado el terror, la historia y los pequeños puzzles.

PS: Hoy 20-05-2024 el juego está a CLP$2300 y creo que lo compré a CLP$3500. Buen precio.",
165751698,romanian,2024.04.20 22:18,✅,❌,0.5,0,One of the best story horror games ever made,
165717146,english,2024.04.20 07:58,❌,✅,0.4844655097,1,This game is boring. Combat is bad and wasted 40 minutes running in circles because the dog doesn't even know wtf it's doing.,This game is boring. Combat is bad and wasted 40 minutes running in circles because the dog doesn't even know wtf it's doing.
165692707,brazilian,2024.04.19 23:00,✅,✅,0.5,0,"Jogo incrivel, vc sene a imersão como se estivesse realmente em um filme, pra quem ama cães como eu vai ficar bem empolgado com o game , pode comprar momentos de suspense e terror psicologicos  sao grandes",
165692397,english,2024.04.19 22:54,✅,✅,0.6550179124,12,Spent an hour petting bullet before walking into the woods,Spent an hour petting bullet before walking into the woods
165688771,russian,2024.04.19 21:56,✅,✅,0.5103660226,3,хорошая игра,
165654369,brazilian,2024.04.19 11:09,✅,✅,0.5,0,"BEM ASSUSTADOR
",
165654241,english,2024.04.19 11:06,✅,✅,0.5199999809,1,Jesus Christ that was an experience.,Jesus Christ that was an experience.
165653135,spanish,2024.04.19 10:38,✅,❌,0.5,0,QUIERO UN FINAL FELIZ PARA BULLET ; (,
165652001,spanish,2024.04.19 10:11,✅,✅,0.5,0,"Buen juego, va de menos a mas",
165648564,schinese,2024.04.19 08:46,✅,✅,0.5,0,非常值得一玩的恐怖游戏，它没有太多的jump scare，但是新颖的要素和氛围的塑造让人非常有代入感！,
165639837,spanish,2024.04.19 05:27,✅,✅,0.5,0,"Cuando llegas a la parte final, se me hace muy pesado e incluso aburrido, me hubiera gustado que jugaran mas con la parte psicológica y no sustos baratos, pero bueno si lo ven en descuento júzguenlo.",
165629055,german,2024.04.19 01:33,✅,✅,0.5,0,top,top
165579560,english,2024.04.18 10:34,✅,✅,0.5,0,(×﹏×✗),(×﹏×✗)
165571190,brazilian,2024.04.18 07:08,✅,✅,0.5,0,"Estava procurando um jogo de terror para jogar, e esse me surpreendeu e muito. Tudo nele é bom, a trilha sonora, jogabilidade, história, e entre outros. A única coisa que me incomodou um pouco foi o final, no qual fiquei até com dor de cabeça kkkkkk (e você vai entender o porquê), mas tirando isso o jogo é perfeito. Enfim, se você ta procurando um jogo de terror pra jogar, dê uma chance para esse pois ele não vai te decepcionar. Um abraço!",
165567439,italian,2024.04.18 05:37,✅,✅,0.5,0,"Potreste cagarvi sotto come potreste pensare che faccia cagare, è un horror psicologico come dice quindi tenta di incutere più ansia e timore e non gioca molto sul fattore jumpscare; che dire, ci avevo già giocato su xbox quindi alcune cose le ricordavo ma la trama abbastanza intricata l'ho praticamente riscoperta; mi piace come tiene conto delle tue azioni con Bullet (il nostro accompagnatore canino nella foresta) e addirittura le scene finali cambiano a seconda di come lo abbiamo trattato, si ho detto scene perchè ci sono 4 finali, 2 buoni e 2; non ho ancora fatto il playtrough per ottenere un finale buono anche perchè ho visto un tutorial tempo fa ed è abbastanza un casino però ne varrà sicuramente la pena, quindi a tempo perso lo farò.
Paura 8/10 Ansia 9/10 Storia 9/10 Plot twist sul finale 10/10 (sono soggettive quindi magari per voi non sarà così)
Se non volete sapere nulla della storia non leggete la prossima parte.
SPOILER
SPOILER
SPOILER
Giochiamo come Ellis un ex marine (immagino, non è specificato) che ha guidato i suoi uomini in un imboscata e ha ottenuto una sindrome post-traumatica da stress che sarà MOLTO e dico MOLTO ricorrente nel gioco, tornato a casa si separa con la moglie o ragazza (anche questo non specificato) di nome Jess proprio a causa del PTSD, entra a far parte della polizia di Burkittsville (una cosa del genere comunque dove si trova la foresta di Blair anche nei film) e gli viene affidato dallo sceriffo Bullet, un cane che ha anche lui una storia abbastanza traumatica a detta dello sceriffo ma che a noi è sconosciuta, con Bullet, Ellis sembra avere un miglioramento con il PTSD ma in assenza di Bullet potrebbe prendere il sopravvento (quindi Bullet tenetelo vicino, non succede nulla però comincia ad ansimare e vedete tutto offuscato), il nostro obbiettivo nella foresta è quello di trovare un bambino scomparso di nome Peter; la foresta sembra essere divisa quasi a livelli dove se non completi l'enigma girerai sempre in cerchio finendo per trovarti sempre nelle stesse zone, in aiuto arriva una telecamera che riproducendo dei nastri con poteri sovrannaturali riavvolge il tempo di determinati oggetti intorno a voi o addirittura fa comparire oggetti che prima non c'erano. 
Bene, questo mi pare sia tutto.",
165563675,turkish,2024.04.18 04:09,✅,✅,0.537037015,2,"[h1]Oyun kapanırken aynı anda PC kapatmaya çalıştım oyun hata verdi sonrasında baktım ki save kaydım sıfırlanmış oyunun %79 bitirmiştim devamını youtube dan izledim.[/h1]

[h2]Tüyler Ürpertici Bir Psikolojik Korku Deneyimi[/h2] ""Blair Witch"", korku severler için tam anlamıyla unutulmaz bir deneyim sunuyor. Bloober Team tarafından geliştirilen bu oyun, 1999 yapımı kült korku filmi Blair Witch Project'in evrenine dayanan bir hikaye anlatıyor. Ormanın derinliklerinde kaybolan bir çocuğu ararken, oyuncular eski polis memuru Ellis Lynch ve sadık köpeği Bullet ile karanlık bir yolculuğa çıkıyor. Ellis'in zihnindeki karanlık sırlar ve Blair Cadısı'nın dehşet verici efsanesi, bu oyunda sizi bekliyor.

[h2]Ana Hikaye[/h2]
Hikaye, 1996 yılında Maryland'in Burkittsville kasabasında geçiyor. Ellis, geçmişindeki travmalarla mücadele eden bir eski polis memuru olarak, Black Hills Ormanı'nda kaybolan bir çocuğu bulmak için gönüllü olarak arama çalışmalarına katılır. Ancak bu sıradan bir kayıp arama operasyonu olmaktan çok uzaktır. Blair Cadısı efsanesinin yaşadığı bu ormanda Ellis, sadece kaybolan çocuğu değil, kendi içindeki karanlıkları da bulacaktır.

[h2]Atmosfer ve Ses Tasarımı[/h2]
Ormanın sık ağaçları, sınırlı görüş alanı ve sürekli değişen çevre, Blair Witch'i eşsiz bir korku deneyimine dönüştürüyor. Ses tasarımı, adeta sizi o ormanın içine çekiyor. Gece vakti duyulan hışırtılar, fısıldayan sesler ve ani çıkışlar, gerilimi doruk noktasına taşıyor. Oyun, ses efektleri ve çevresel seslerle, tüylerinizi diken diken edecek bir deneyim sunuyor.

[h2]Ellis ve Bullet'ın Yoldaşlığı[/h2]
Bullet, bu zorlu yolculukta en büyük yardımcınız. Sadık köpeğiniz, çevredeki tehlikeleri sezmenize, ipuçlarını bulmanıza ve Ellis'in moralini yüksek tutmanıza yardımcı oluyor. Bullet ile olan bu etkileşim, yalnız olmadığınızı hissettiriyor ve oyun deneyimini derinleştiriyor. Aynı zamanda Ellis'in geçmişiyle olan yüzleşmesi ve yaşadığı psikolojik zorluklar, hikayenin gidişatını etkileyerek oyuna ayrı bir derinlik katıyor.

[h2]Görsellik ve Teknik Yönler[/h2]
""Blair Witch"" görsel olarak etkileyici bir oyun. Ormanın karanlık ve tehditkâr atmosferi, detaylı grafiklerle güçlendirilmiş. Işıklandırma efektleri, gece-gündüz döngüleri ve çevresel detaylar, oyuncuyu içine çeken bir deneyim sunuyor. Oyunun teknik yönleri, hikaye anlatımı ve atmosfer yaratma konusunda başarılı bir denge kuruyor.

[h2]Gerilimi Doruklarda Yaşayın[/h2]
Eğer psikolojik gerilim ve korku dolu bir macera arıyorsanız, Blair Witch tam size göre. Sürükleyici hikayesi, yoğun atmosferi ve başarılı ses tasarımı ile bu oyun, korku oyunları arasında kendine sağlam bir yer edinmiş durumda. Kendinizi Black Hills Ormanı'nın derinliklerine atın ve Blair Cadısı'nın dehşetini iliklerinize kadar hissedin.",
165536472,brazilian,2024.04.17 19:23,✅,❌,0.5,0,"Blair Witch tem uma história envolvente e rica em detalhes, aliada a uma narrativa intrigante. Ao assumir o papel de um detetive em busca de um garoto desaparecido na floresta de Black Hills, os jogadores se encontram imersos em um mistério sombrio e perturbador.

[spoiler] Absolute Cinema! [/spoiler]


",
165512072,thai,2024.04.17 09:09,✅,✅,0.5,0,สนุกฮับ,
165492700,english,2024.04.17 01:18,✅,✅,0.5,0,this game is the best and fun horror game i have played in a while it was some of the best fun playing both ending i would really recomend,this game is the best and fun horror game i have played in a while it was some of the best fun playing both ending i would really recomend
165489986,english,2024.04.17 00:25,✅,✅,0.5,0,Fantastic experience! 10/10,Fantastic experience! 10/10
165481772,russian,2024.04.16 22:04,✅,✅,0.5,0,кому не понравилось тот быдло,
165440707,brazilian,2024.04.16 05:01,✅,✅,0.5,0,"Adorei com o jogo trás o melhor de A bruxa de Blair. Assisti todos os filmes (a maioria bem ruim) e posso dar certeza de que o jogo aproveitou muito bem as coisas boas. E adorei a mecânica da câmera controlar a realidade. Ademais, a rama é até bem simples. Antes mesmo do jogo acabar você já sabe o que esperar. As sutilezas da história não são tão sutis assim.
Um detalhe que me chamou muito a atenção no jogo, foi o final (é um pouco prolongado demais) que se passou na construção que aparece no filme remake. No filme, a ultima sobrevivente busca ajuda ali e acaba por morrer. Mas o motivo da construção simplesmente não é explicado no filme. E a explicação do jogo é super comprável. 
Gostei da mecânica do cachorro (spoiler) poder trazer um final secreto caso você o trate bem durante todo o jogo. Me senti ""recompensado"" pelo meu carinho. 
Voltando ao jogo em si, ele possui algo que eu considero a melhor coisa dentro do universo de A Bruxa de Blair, que é: A demonstração de poder da bruxa. No filme, ela não é simplesmente uma bruxa, ela é uma entidade poderosa, capaz de distorcer a ralidade e o tempo. E isso é mostrado com maestria no jogo. Trazendo uma sensação de estar lidando com algum tipo de deus dimensional. E a forma como é mostrada a insignificância do protagonista contra ela só melhora a experiência.
Enfim, me satisfiz com o jogo e fiquei contente com o final secreto que liberei de primeira. Recomendo para quem busca um jogo de terror que não seja tão genérico e claro, recomendo para os fãs de filmes de terror/horror psicológico.",
165411918,russian,2024.04.15 18:57,✅,✅,0.5,0,любителям the beast inside понравиться,
165410395,english,2024.04.15 18:29,✅,✅,0.5,0,maamaa desu. ending was good.,maamaa desu. ending was good.
