,1096410,,,,,,Reviews,
177161346,english,2024.09.16 20:00,✅,❌,0.5,0,"The only downside is you can't have your own save points. Other than that, the game is good.","The only downside is you can't have your own save points. Other than that, the game is good."
177145471,russian,2024.09.16 14:00,✅,✅,0.5,0,"Атмосфера передана хорошо. Пройти один раз - сойдет, без откровений.",
177118067,brazilian,2024.09.16 00:18,❌,✅,0.5506535769,3,"[h1] Profundamente anêmico ★★☆☆☆ [/h1] 
Tenho uma certa má vontade com Visual Novels, mas muita boa vontade com o universo de Vampiro: A Máscara, e mesmo sem curtir o gênero, dei uma chance a Coteries of New York, tanto por se tratar de uma das cidades mais clássicas do cenário de RPG quanto por tentar achar um substituto moderno à altura do sensacional VTM Bloodlines. Mesmo insistindo em investir no jogo, vejo que Coteries of New York é um tremendo mar de possibilidades perdidas. A alta expectativa que tinha foi transformada diretamente em decepção, que só não foi intensificada devido ao valor bem modesto que paguei.

Tudo aqui é limitado, restrito, insuficiente, desde as opções disponíveis para clãs até as opções para diálogos. O que não necessariamente quer dizer que a trama e os personagens sejam ruins. Há, de fato, uma equipe competente entregando personagens marcantes e interessantes, mas que não se destacam além de uma página de ideias legais para personagens em um dos livros do RPG. As tramas da sua Coterie e as outras sidequests disponíveis são bem superficiais e mal aproveitadas. O final do jogo, principalmente, foi extremamente frustrante, cada escolha que fiz parece ter significado algum.

Analisando os outros aspectos que compõem essa experiência, também se percebe a mesma qualidade pobre. Com exceção da trilha sonora, que realmente se destaca, todos os elementos artísticos são bem limitados. Desde as artes dos cenários, que são comumente repetidas, até os designs de personagens, que parecem reaproveitados (há pelo menos três pares de personagens no jogo que, se não aparecessem os nomes deles, eu certamente os confundiria, o que é muito estranho).

Talvez o ponto que mais me irritou tenha sido a simplificação das compulsões e das perdições dos clãs, que são pontos fundamentais no RPG, mas aqui são meros detalhes com impacto narrativo quase nulo, quase uma característica excêntrica do personagem, que só é possível ver em diálogos muito específicos. Talvez seja a parte de não curtir tanto Visual Novels falando, mas creio que um sistema aleatório, onde diálogos pudessem ser afetados pelas compulsões e perdições, seria bem mais interessante se implementado. Algo que realmente simulasse o sistema do RPG e não focasse apenas na narrativa com momentos chaves pre-determinados, mas ao mesmo tempo, se afastando do proposta que é ser uma VN. 

Coteries of New York está longe de ser ofensivo de tão ruim. Enquanto escrevia esta review, me ocorreu a possibilidade de estar sendo muito exigente com o jogo, mas me pego pensando que ele é fundamentalmente uma imagem semi-estática com texto rodando; as possibilidades são basicamente infinitas, e, em perspectiva, o que este jogo entrega é quase nada. As 6 a 8 horas que ele dura seriam melhor investidas lendo um capítulo dos livros dos clãs ou fazendo mais uma run alternativa em Bloodlines.",
176950999,french,2024.09.13 11:25,✅,❌,0.5,0,"C'est un jeu narratif qui immerge très bien dans l'ambiance du jeu de rôle Vampire : Mascarade. On peut cependant y jouer même si on ne connait pas le jeu de rôle.
Le texte est de qualité, le niveau de jeu exigent (pas de retour en arrière possible).",
176884475,german,2024.09.12 14:51,✅,✅,0.5706371069,3,"Dieses Spiel ist ein toller Einstieg in die Welt von Vampire - The Masquerade.

Die Storys sind sehr interessant, wobei sie sich nur in bestimmten Phrasen unterscheiden. 
Insgesamt bleibt bei allen 3 Charakteren die Grundstory gleich. 
Die Nebenquests waren für mich alle wesentlich spannender als die Hauptquest.

Als Charakter sind 3 spezifisch vorgegeben. 
Man erstellt keinen eigenen. Ausschließlich den Namen darf man hier selbstständig geben.

Man kann durch das Glossar gut Hintergrundwissen lernen. Man bekommt einen schönen Überblick über Fragen und Antworten. Durch die Antworten beeinflusst man dann die weiterführende Story. 
Auch hat man sowas wie verschiedene ""Trink - Gelegenheiten"", in der man seine Fähigkeiten nutzen oder auch unterlassen kann. Insgesamt ein schönes Gimmik, vor allem wenn man es nicht am Pc, sondern regulär mit Pen & Paper spielt =D

Die Grafiken sind echt schön und haben ihren ganz eigenen Charme. 
Ich persönlich mag genau diesen dunklen, malerischen Gothik und Vampir Stil.

Die Musik passt sehr gut und untermalt gerade die Antworten und Szenen oft passend. 

Die Errungenschaften kann man nur komplett machen, wenn ihr wie ich, alle Charaktere und Wege mit den jeweiligen Antwortmöglichkeiten gebt. In einem Durchlauf sind sie nicht schaffbar.

Insgesamt ist die Novel mit ihren Antworten, Fragen und Grundstory sehr gut. 
Zumal hier auch die Grundbegriffe erklärt werden und man sie im Glossar nachschlagen kann. 

Das Game ist für alle Vampir, Novel und gezielt Vampire the Masquerade Fans ein tolles und sehr empfehlenswertes Spiel. Auch kann ich es jedem Einsteiger ins Vampire Universum nur ans Herz legen =D",
176884212,english,2024.09.12 14:46,✅,❌,0.5299144983,2,It's a pretty nice VN with beautiful art and great soundtrack to elevate the experience. My biggest complaint is the saving system and no way (that I can find) to skip through dialogue or sections. I'm looking forward to try the next game.,It's a pretty nice VN with beautiful art and great soundtrack to elevate the experience. My biggest complaint is the saving system and no way (that I can find) to skip through dialogue or sections. I'm looking forward to try the next game.
176761459,english,2024.09.10 19:11,✅,✅,0.592592597,6,"Vampire: The Masquerade - Coteries of New York is a narrative-driven visual novel set in the Vampire: The Masquerade universe. It offers rich storytelling, atmospheric visuals, and tough moral choices.
The art in this Game is atmospheric and dark, perfectly capturing the mood of the game's gothic, vampiric world. 
The three main characters each have distinct backgrounds and personal stories, reflecting their unique vampire clans. Their narratives explore different aspects of the vampiric world, from Toreador's artistic struggles to Brujah's rebellion and Ventrue's pursuit of power.
I’ve also played Shadows of New York, and it had just as strong a story and choices. I’ll definitely play Reckoning of New York in the future as well.
6.5/10","Vampire: The Masquerade - Coteries of New York is a narrative-driven visual novel set in the Vampire: The Masquerade universe. It offers rich storytelling, atmospheric visuals, and tough moral choices.
The art in this Game is atmospheric and dark, perfectly capturing the mood of the game's gothic, vampiric world. 
The three main characters each have distinct backgrounds and personal stories, reflecting their unique vampire clans. Their narratives explore different aspects of the vampiric world, from Toreador's artistic struggles to Brujah's rebellion and Ventrue's pursuit of power.
I’ve also played Shadows of New York, and it had just as strong a story and choices. I’ll definitely play Reckoning of New York in the future as well.
6.5/10"
176659660,russian,2024.09.09 01:59,✅,❌,0.516556263,1,"Подойдет для всех поклонников вампирской тематике. Интересный сюжет и запоминающиеся персонажи. 
+ Однозначно стоит своих денег.",
176609395,english,2024.09.08 09:11,✅,✅,0.508928597,1,"Decent stuff if you're into WoD or Vampire: The Masquerade. However, the first game in this trilogy struggles to hide the fact that its story is highly streamlined. If you're looking for the freedom found in Bloodlines or Night Road, this won't be the game for you. That said, if moody visuals (that perfectly fit the WoD), a straightforward VtM story (with some nice easter eggs), and a cool soundtrack appeal to you, then you should enjoy it.","Decent stuff if you're into WoD or Vampire: The Masquerade. However, the first game in this trilogy struggles to hide the fact that its story is highly streamlined. If you're looking for the freedom found in Bloodlines or Night Road, this won't be the game for you. That said, if moody visuals (that perfectly fit the WoD), a straightforward VtM story (with some nice easter eggs), and a cool soundtrack appeal to you, then you should enjoy it."
176608461,english,2024.09.08 08:46,✅,❌,0.5412844419,2,"Good at times but it gives too many meaningless choices that take away from what could be better writing and the choices do nothing interesting plot wise or with your abilities.

Coteries of New York is a visual novel where you start out by choosing between three characters who get a different short intro but after they basically all behave the same way apart from a brief later meeting with someone from your past. You are a newly turned vampire that spends each night following a short and linear main story that your actions do not allow you to alter or branch from and a series of side stories with different characters that you can choose to interact with one or two each night before needing to rest for the day. Some of these are just side stories but four characters are ones you are looking to add to your Coterie, a group of vampires together for the same goal or who at least trust each other enough to protect one another. Some of these side characters are enjoyable to interact with and your time with the Prince's Sheriff or the Nosferatu detective D'Angelo is often the game at its best. The artwork for the characters and backgrounds is good enough, nothing too interesting and frequently reused though.

The problem is that none of your choices really matter or effect anything, other than removing plot from your playthrough. While each of the three playable characters is part of a different clan, all this leads to is minor differences in what vampire disciplines they can use, and these abilities, while completely different, are essentially used interchangeably just giving you access to the one your character has that in the same situation would be one that another character has if you were playing as them. You need to feed to keep access to your abilities but this is more of an afterthought and if you don't feed you might find the ""beast"" taking over and waking up to a drained corpse, which would think might effect things but doesn't. There is one ending to the game and while who you get to join your Coterie will see you getting a brief moment of help from two of them, this is a quick thing that does not change no matter who helps you, and if you didn't gain the trust of any character you will just be helped by someone else. Each playthrough will allow you to fully complete about 2/3 of all the events and it really might as well have just allowed you to do everything since the story wouldn't change anyway. Because you can't diverge from the main plot no matter how stupid you act your choices don't really matter because something will just happen to get events on track anyway, it would honestly have been better to just have no options except for brief moments to instead just have the writers able to focus on more content and better character development, the same with character selection where they really might as well have just had one main characters.

The ending seems to be considered the worst part of the game for a lot of people and if it was able to give more closure or bring more people into it if it was a better and more linear narrative it could have been a solid story in the setting. As it is it has some good moments but is lacking in almost every area to keep it from being anything great, but it can make for a decent short playthrough if you enjoy the setting.

Screenshots: https://x.com/Legolas_Katarn/status/1843512735222640654","Good at times but it gives too many meaningless choices that take away from what could be better writing and the choices do nothing interesting plot wise or with your abilities.

Coteries of New York is a visual novel where you start out by choosing between three characters who get a different short intro but after they basically all behave the same way apart from a brief later meeting with someone from your past. You are a newly turned vampire that spends each night following a short and linear main story that your actions do not allow you to alter or branch from and a series of side stories with different characters that you can choose to interact with one or two each night before needing to rest for the day. Some of these are just side stories but four characters are ones you are looking to add to your Coterie, a group of vampires together for the same goal or who at least trust each other enough to protect one another. Some of these side characters are enjoyable to interact with and your time with the Prince's Sheriff or the Nosferatu detective D'Angelo is often the game at its best. The artwork for the characters and backgrounds is good enough, nothing too interesting and frequently reused though.

The problem is that none of your choices really matter or effect anything, other than removing plot from your playthrough. While each of the three playable characters is part of a different clan, all this leads to is minor differences in what vampire disciplines they can use, and these abilities, while completely different, are essentially used interchangeably just giving you access to the one your character has that in the same situation would be one that another character has if you were playing as them. You need to feed to keep access to your abilities but this is more of an afterthought and if you don't feed you might find the ""beast"" taking over and waking up to a drained corpse, which would think might effect things but doesn't. There is one ending to the game and while who you get to join your Coterie will see you getting a brief moment of help from two of them, this is a quick thing that does not change no matter who helps you, and if you didn't gain the trust of any character you will just be helped by someone else. Each playthrough will allow you to fully complete about 2/3 of all the events and it really might as well have just allowed you to do everything since the story wouldn't change anyway. Because you can't diverge from the main plot no matter how stupid you act your choices don't really matter because something will just happen to get events on track anyway, it would honestly have been better to just have no options except for brief moments to instead just have the writers able to focus on more content and better character development, the same with character selection where they really might as well have just had one main characters.

The ending seems to be considered the worst part of the game for a lot of people and if it was able to give more closure or bring more people into it if it was a better and more linear narrative it could have been a solid story in the setting. As it is it has some good moments but is lacking in almost every area to keep it from being anything great, but it can make for a decent short playthrough if you enjoy the setting.

Screenshots: https://x.com/Legolas_Katarn/status/1843512735222640654"
176559799,french,2024.09.07 16:07,✅,✅,0.5,0,"Jouez-y. Si vous êtes un fan de Vampire la Mascarade, vous allez adorer. Si vous ne connaissez pas Vampire la Mascarade, c'est une excellent introduction à l'univers du jeu. 

Le jeu offre le choix de 3 personnages, et au cours de la partie vos choix affectent l'histoire, pouvant vous mener à l'une des mauvaises fins si vous ne faites pas attention. Vous rencontrez un cast de personnages variés, et vous ne pourrez pas tous les rencontrer (ou du moins, pas finir toutes leurs quêtes) en un seul run. 
L'histoire est très bien écrite, le lore de New York y est développé (et si vous connaissez déjà le lore de NYC dans Vampire, vous retrouverez des personnages que vous connaissez, les développeurs se sont vraiment basés sur le lore déjà existant). 

Il n'y a qu'une seule ""bonne"" fin mais les différentes routes à faire pour y arriver permettent une certaine rejouabilité. Alors vous passerez pas 100h dessus hein, mais ce n'est pas le but non plus. 

En somme une très bonne histoire qui donne envie de jouer à la suite (et à raison).",
176304980,german,2024.09.03 22:59,✅,✅,0.5303867459,1,"[B]Vampire: The Masquerade - Coteries of New York[/B] ist ein textbasiertes Rollenspiel in der bekannten [B]World of Darkness.[/B] Dieses Spiel ist zurzeit das einzige mit deutschen Untertitel aus dem WoD-Universum & ich kann mir tatsächlich nicht erklären weshalb. Das Franchise ist hierzulande neben den Klassikern wie D&D & DsA eines der Beliebteren. Aber nun zum Review.

[H1]Die Geschichte...[/H1]
... handelt zunächst von unserer Erweckung zum Vampir & unserer Orientierungslosigkeit. Danach zieht sich nur so ein semi-roter-Faden durch das Spiel, da uns als Küken natürlich nicht alles Wichtige gesagt wird.
Im Verlauf treffen wir viele verschiedene Charaktere, vier davon können wir als unsere ""Freunde"" gewinnen & eine persönliche Quest mit ihnen erleben. Macht definitiv Spaß, da die Charaktere alle sehr unterschiedlich sind, sowohl von ihrer Aufgabe als auch von ihrer Kommunikation her.
Auch hat man das [b]""politische-Intrigen-alle-hassen-sich-Gefühl""[/b] sehr gut in das Spiel transportiert bekommen. Man fühlt sich durchgehend wie der Schubs- & Schoßhund der Camarilla & das nervt, ist aber gleichzeitig eben auch das, was das Spielen eines Vampires in der Camarilla eben so ausmacht.
Ich weiß schon, warum die [B]Banu Haqim[/B] mein bevorzugter Clan sind, diese werden im Spiel aber nicht einmal namentlich erwähnt.

[H1]Aber apropos Clan:[/H1]
Wir können einer von [B]drei portagonisten[/B] sein. Ein Brujah, ein Toreador & ein Ventrue. Meinen ersten Durchlauf habe ich als Brujah gespielt & das natürlich auch an den Vampirfähigkeiten, die ich zur Auwahl hatte, gemerkt (Präsenz, Stärke, Geschwindigkeit). [B]Präsenz[/B] hat natürlich jeder dieser Clans, einfach damit man einen sozialen Lösungsnasatz für Probleme hat. 

[H1]Nur für Kenner von VtM?[/H1]
Nein, definitiv nicht. Obwohl ich die WoD schon aus dem dazugehörigen TTRPG kenne und selbst gerne gespielt habe, ist mein Wissen durch lange Abstinenz und das Wechseln in andere Systeme etwas eingerostet.
Dies löst das Spiel aber sehr gut: Da der Spielcharakter ebenfalls neu in der Vampirgesellschaft ist, wird ihm alles nach & nach erklärt - teils wirklich sehr ausschweifend. Sollte der Spieler etwas vergessen, kann alles in einem übersichtlichen [B]Glossar[/B] nachgelesen werden. Schlagwörter im Text, die nachgelesen werden können, sind rot markiert & daher für jeden ersichtlich.

[H1]Die Grafik...[/H1]
... besteht aus 2D Artworks. Sowohl die einzelnen Charaktere als auch die Hintergründe (Szenerien) sind sehr gut umgesetzt. Jeder einzelne Charakter hat großen Wiedererkennungswert. Man kann erkennen, dass da ein Künstler angeheuert wurde, der schon mindestens seine 10 Jahre Erfahrung auf dem Gebiet hat.
Auch die ""Animationen"" wie Lichteffekte, Rauch & ähnliches sind gelungen & stimmungsvoll umgesetzt.
Das Artbook werde ich mir künftig definitiv noch holen.

[H1]Die Soundkulisse...[/H1]
... ist hervorragend & untermalt das Geschehen immer perfekt. Der Soundtrack ist ebenfalls wunderbar & ich empfehle einen separaten Kauf davon, um die Entwickler zu unterstützen. Nebenbei eignet sich die Musik auch wunderbar für eure hauseigene TTRPG Session, egal ob in der WoD angesiedelt oder nicht.

[H1]Kritik[/H1]
[B]1-[/B] Der Speicherstand zerstört sich sobald man das Spiel 'beendet', das heißt, es entweder tatsächlich durchspielt oder stirbt. Das heißt, man muss komplett von vorne anfangen und das empfinde ich als nicht sonderlich Nutzerfreundlich.
[B]2-[/B] Das Ende kommt [B]VIEL(!!)[/B] zu plötzlich & ohne jegliche Vorwarnung. Nach (ich glaube es waren) 7 Nächten endet die Geschichte nämlich automatisch. Die Hauptquest geschieht auch von selbst, wir können  diese nicht aktiv auslösen. So haben wir zahlreiche Nebenmissionen, die am Ende des Spieles noch offen sind & die wir nur mit einem zweiten und Speicherstand erledigen können. Das ist vor allem dann blöd, wenn das vorher nirgendwo kommuniziert wird & man mehrere Gefährtenquests quasi vollständig erledigt hat, aer eben noch nicht ganz.
Das Spiel benötigt mindestens 3 Durchgänge um alle Errungenschaften freizuschalten.
[B]3-[/B] Man kann nur 2 Aktionen pro Nacht vollführen. Nicht nur, dass oftmals eine davon für die automatisch auslösende Hauptmission genutzt wird, nein, selbst kurze Gespräche von wenigen Minuten (z.B. weil dich jemand besucht), entziehen eine von zwei nächtlichen Aktivitäten. Und das ergibt leider gar keinen Sinn, vor allem, dann, wenn du für das Gespräch nicht einmal deinen Ort wechseln musst.
[B]4-[/B] Die Bluttrinken-Mechanik finde ich nicht so gelungen & das aus zwei Gründen: Der Charakter kann nicht bei einem Nachtspaziergang spontan ein Opfer suchen, nein, wir haben diese Option nur zufällig an bestimmten Abschnitten der Geschichte. Also keine Möglichkeit, bewusst & willentlich zu trinken.

[H1]Fazit:[/H1]
Ich habe es im Sale für 2€ erworben & muss im Nachgang sagen, dass das für die Qualität definitiv zu wenig war. Der erste Durchgang hat mich rund 5 Stunden Zeit gekostet. Das Spiel hat definitiv einen Wiederspielwert, eben weil es nicht möglich ist, alles in einem Durchgang zu schaffen. Dennoch muss ich anfügen, dass das abrupte & eher aufgewzungene Ende mich mit einem etwas unzufriedenem Gefühlzurückgelassen hat - Aber vielleicht wird dies in einem zweiten Durchgang anders.",
176237405,english,2024.09.02 22:44,✅,❌,0.6544502974,10,"It's hard to recommend this game, not cause its bad but because it just not worth 20 bucks.
If you're a speed reader you could probably beat it fast enough to refund it.
If you are interested I could only recommend it on sale.

The art is probably the worst part, most of the character portraits feel lacking in personality and expressiveness. 
They also don't have any expression portraits or unique full screen images, just one generic standing pose per character which is cheap and lazy. I've played free VNs with dozens of portraits per character, c'mon. Also the Nossies are supposed to look like such terrifying monsters that a normal person would see one and start screaming their head off. D'Angelo and Kaiser just look like normal guys, okay maybe Angelo has a broken jaw and Kaiser is bald but compared to the designs in Bloodlines these are just lame.

The writing is usually  great. Lots of personality, good sense of character voice, excellent pacing and the cast are all well realised and quite enjoyable ""people"". By in large though its quite good, except for all the Communist fugazi. 
Nobody, and I mean NOBODY hits on a girl at a rave by telling them ""yeah I read Communist theory"" or ""Yeah, I watch Breadtube"" its just silly. Inserting Communist lingo and concepts into your dialogue does not make your protagonist into a punk who wants to fight the system, it comes across like they are an unfortunate victim of one system raging against another.
You wanna write punk? You gotta *be* punk. Not just another jackbooted politically minded library geek.

Outside of that the rest of the writing is fantastic.
The writers have a great grasp of the VTM setting and lore, which they express through a cast of unique and very memorable characters. A Malkavian channelling her multiple personalities into a fake internet echo chamber, the Sheriff who all about the Mets baby, the weird hipster vampire obsessed with God, a nossie noire detective. I love them all, even if they're a bunch of manipulative parasites who just want me to serve their dubious agendas. 

","It's hard to recommend this game, not cause its bad but because it just not worth 20 bucks.
If you're a speed reader you could probably beat it fast enough to refund it.
If you are interested I could only recommend it on sale.

The art is probably the worst part, most of the character portraits feel lacking in personality and expressiveness. 
They also don't have any expression portraits or unique full screen images, just one generic standing pose per character which is cheap and lazy. I've played free VNs with dozens of portraits per character, c'mon. Also the Nossies are supposed to look like such terrifying monsters that a normal person would see one and start screaming their head off. D'Angelo and Kaiser just look like normal guys, okay maybe Angelo has a broken jaw and Kaiser is bald but compared to the designs in Bloodlines these are just lame.

The writing is usually  great. Lots of personality, good sense of character voice, excellent pacing and the cast are all well realised and quite enjoyable ""people"". By in large though its quite good, except for all the Communist fugazi. 
Nobody, and I mean NOBODY hits on a girl at a rave by telling them ""yeah I read Communist theory"" or ""Yeah, I watch Breadtube"" its just silly. Inserting Communist lingo and concepts into your dialogue does not make your protagonist into a punk who wants to fight the system, it comes across like they are an unfortunate victim of one system raging against another.
You wanna write punk? You gotta *be* punk. Not just another jackbooted politically minded library geek.

Outside of that the rest of the writing is fantastic.
The writers have a great grasp of the VTM setting and lore, which they express through a cast of unique and very memorable characters. A Malkavian channelling her multiple personalities into a fake internet echo chamber, the Sheriff who all about the Mets baby, the weird hipster vampire obsessed with God, a nossie noire detective. I love them all, even if they're a bunch of manipulative parasites who just want me to serve their dubious agendas. 

"
175894679,spanish,2024.08.27 22:25,✅,✅,0.5406360626,2,"6'5/10
Me compré este juego como por 2 euros o así en Instantgaming y nada mal.
Sí que es verdad que el hecho de que no tenga romanceito y salseito le hace perder puntos, porque ya que es un juego sencillito y corto, qué menos que meter algún meneo, digo yo (o más de uno). Pero el arte del juego está chulo, las misiones son entretenidas, los personajes me encantan (D'Angelo, Qadir y Larson que me hagan un sandwich (de tres pisos, sí, qué pasa)). 
Vamos, que bastante bien. He tenido algún bug que otro. Sí, parece imposible, pero ha pasado: imágenes que cargan en algunas runs y en otras no, todo lo que es la rama de Tamika (sólo me dejó reclutarla, no volvió a salir, se ve que era tímida).
Aún así, bastante mejor que el Vampire The Mascarade Swansong, que madre mía, me dejé 9 pavos y he jugado 15 minutos porque es infumable a todos los niveles. No lo compréis, chavales, de nada.",
175825051,french,2024.08.26 21:34,✅,❌,0.5817490816,4,"J'ai beaucoup aimé.
1er chapitre de la trilogie de New York (Coteries - Shadows - Reckoning), c'est un visual novel aux artworks dynamiques et classes, servi par une écriture soignée, dans ses tournures et références culturelles.
https://steamcommunity.com/sharedfiles/filedetails/?id=3337968016
L'ambiance est prenante, les situations, les scènes palpitantes, et les choix peuvent mener au game over ou à différentes alliances.

Excellente introduction au monde de Vampire : the masquerade, jeu de rôle créé en 1991, et qui se joue encore sur table (édition 5 quand j'écris ces lignes). Un dictionnaire intégré permet de découvrir sans lourdeur, sans aller sur le net, et de savourer l'histoire, dont on devine qu'elle se pose dans un large contexte de clans, factions, dissensions, et cette fameuse ""mascarade"".

Toute la partie sonore est grandement travaillée, et le main theme a quelque chose de sombre, moite et addictif :
https://youtu.be/I_1hpXHnuvc?si=HmlMrk4SD6IaZ1Sn
On peut regretter que le jeu s'arrête là, car on tenait quelque chose de fort : malheureusement, une seule compétence par personnage, et bien souvent les options de dialogues sont bêtes (notre personnage étant un novice). On aurait souhaité un vrai JDR/RPG, ou des éléments de point n'click peut-être, mais le voyage est déjà beau.

Le vrai reproche sera l'absence de relecture de la tradution française, farcie de fautes d'orthographe et grammaire, ce qui est difficile à admettre dans un jeu si textuel. J'aurais corrigé avec plaisir.",
175739497,english,2024.08.25 15:21,✅,✅,0.5287637711,2,"Recommended; with the caveat that you're either a fan of Vampire the Masquerade and want to experience the entire New York trilogy, or you get it on sale. On it's own merits the game is not worth the price point otherwise. 

The art is lovely. Out of the entire trilogy I actually prefer the art direction and style of Coteries. It has more of a hand-painted look than the later titles, which suffer from an appearance of looking slightly AI-generated, especially the character portraits. 

The quality of writing ranges to the extreme in some cases. Some characters are truly interesting, and the story can take some surprising turns. At other times however, characters can be completely flat, and bland - With the story becoming nonsensical, relying on hand holding to a large degree in the later parts. The main characters have very little personality, if any at all. Ultimately the game suffers from you having little agency throughout, making replaying as another character feel like a chore. 

It's very much a situation where you have a momentary appearance of choice, that doesn't effect much at all in the end.","Recommended; with the caveat that you're either a fan of Vampire the Masquerade and want to experience the entire New York trilogy, or you get it on sale. On it's own merits the game is not worth the price point otherwise. 

The art is lovely. Out of the entire trilogy I actually prefer the art direction and style of Coteries. It has more of a hand-painted look than the later titles, which suffer from an appearance of looking slightly AI-generated, especially the character portraits. 

The quality of writing ranges to the extreme in some cases. Some characters are truly interesting, and the story can take some surprising turns. At other times however, characters can be completely flat, and bland - With the story becoming nonsensical, relying on hand holding to a large degree in the later parts. The main characters have very little personality, if any at all. Ultimately the game suffers from you having little agency throughout, making replaying as another character feel like a chore. 

It's very much a situation where you have a momentary appearance of choice, that doesn't effect much at all in the end."
175622130,russian,2024.08.23 19:41,✅,✅,0.5238095522,1,"Хорошее дополнение к миру Маскарада
Раскрывающие параллельные истории вампирского мира",
175572507,english,2024.08.23 01:16,✅,✅,0.5,0,"It's a good story with well crafted characters and an interesting plotline. 
Short and sweet, you'll be through with it in an evening or two. 
Worth replaying 2 or 3 times just to see all dialogues and get the achievements.","It's a good story with well crafted characters and an interesting plotline. 
Short and sweet, you'll be through with it in an evening or two. 
Worth replaying 2 or 3 times just to see all dialogues and get the achievements."
175569288,english,2024.08.23 00:19,✅,✅,0.4870130122,0,Try not to break your jaw yawning.,Try not to break your jaw yawning.
175528686,english,2024.08.22 14:34,❌,✅,0.4870130122,0,"An ok-ish story. Characters are decent. Enough lore. Mechanics like hunger are present but undercooked. 

However, some storylines are a bit forced, rushed and naive (Tamika especially). 

Next games in the series are awful though.","An ok-ish story. Characters are decent. Enough lore. Mechanics like hunger are present but undercooked. 

However, some storylines are a bit forced, rushed and naive (Tamika especially). 

Next games in the series are awful though."
175524353,french,2024.08.22 13:18,✅,✅,0.5,0,Trop bien !!,
175495683,english,2024.08.22 03:35,✅,✅,0.5129870176,1,great game interesting story choices just wish there was a bit more content and replay value,great game interesting story choices just wish there was a bit more content and replay value
175362362,french,2024.08.20 14:07,✅,✅,0.5,0,"Bon visual novel, lore respecté . Bémols : des personnages assez archétypés et l'impossibilité d'incarner certains jeunes novices de Clan (je pense aux Malkavs, Nosfératus, voire Tremere) en tant que personnage principal",
175328066,english,2024.08.19 23:54,✅,✅,0.5356037021,2,"It's pretty fun and exactly what I would've imagined vampire politics to be like in NYC lol. 
I just wish that each of the protagonists had a unique plot instead of only a different backstory but besides that I still enjoyed it.","It's pretty fun and exactly what I would've imagined vampire politics to be like in NYC lol. 
I just wish that each of the protagonists had a unique plot instead of only a different backstory but besides that I still enjoyed it."
175296388,brazilian,2024.08.19 14:53,✅,❌,0.5,0,"ótimo jogo, visual muito bonito e história intrigante!",
175207667,spanish,2024.08.18 03:31,✅,✅,0.5282110572,2,"Espero que traduzcan toda la trilogía, me gusta este género y esta franquicia",
175038149,english,2024.08.15 21:05,✅,✅,0.5129870176,1,"I like the surprises.  When I make a choice, not sure where it will lead.  I think that makes it exciting.","I like the surprises.  When I make a choice, not sure where it will lead.  I think that makes it exciting."
175005412,german,2024.08.15 13:27,❌,✅,0.5,0,"Dieses Spiel KÖNNTE gut sein. Tolle Atmosphäre, interessante Charaktere, ABER: Es teilt dir nicht mit, dass im Hintergrund ein Countdown läuft und irgendwann das überraschende aber völlig unbefriedigende Finale eingeläutet wird. In dieser Zeit ist es nicht möglich, alle Questen zu lösen. Und, noch schlimmer: Die im Finale plötzlich auftauchenden Figuren waren in meinem Fall völlige Fremde, da sie mir auf den Questpfaden in einem Fall gar nicht, im anderen Fall nur sehr kurz begegnet sind. 
Ich hatte eine Netto-Spielzeit von 4 Stunden. Das ist für einen 20€ Titel echt erbärmlich, vor allem, wenn man bedenkt dass es ""nur"" eine Visual Novel ist, die in Sachen Programmierung und Writing nicht sehr anspruchsvoll ist. Zum Glück im Sale erstanden... Nur für Hardcore-VtM-Fans interessant, aber auch nur im Sale für unter 5 €.",
